Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,184,ROH,0_1,0,1,HP,21.000,0.000,0.236,"248,000.000",0.000,0.000,0.000,0.000,0.000,8.557,0.000,0.000,0.832,3.297,2.090,1.653,0.426,0.000,0.151,0.000,,,,,,,,,,,,,,,19.730,25.110,31.510,32.850,34.630,34.660,38.010,42.570,46.860,48.190,45.810,45.900,45.860,,46.750,46.750,0.819,0.604,0.728,5.485,5.940,4.988,5.033,5.518,6.543,5.545,4.927,3.275,3.587,3.853,,,0.362,2.819,7.743,60.299,56.000,0.120,40.620,15.900,0.391,14.032,252.000,11.000,15.000,0.000,0.000,26.000,1.431,16.800,0.000
SB-105,185,ROH,1_0,1,0,HP,21.000,0.000,0.152,"124,000.000","1,600.000",0.066,,0.000,0.000,2.020,0.000,0.000,0.000,0.620,0.000,5.945,2.018,0.946,0.022,0.000,,,,,,,,,,,,,,,21.510,26.320,31.280,34.340,37.130,35.540,39.690,43.400,48.200,52.270,55.110,56.850,57.810,,61.320,61.320,1.206,1.173,1.803,5.363,5.603,5.890,4.973,4.825,6.740,6.118,6.180,5.630,5.897,5.480,,,0.172,2.932,2.805,47.815,87.000,0.360,53.900,25.700,0.477,23.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,186,ROH,1_1,1,1,LP,21.000,0.000,0.817,"496,000.000",400.000,0.035,0.500,2.420,0.000,2.318,0.000,0.000,0.407,1.165,0.000,1.492,0.280,1.250,0.069,0.000,,,,,,,,,,,,,,,17.150,20.020,26.260,30.320,36.130,32.470,37.190,37.210,36.860,37.570,37.620,36.270,34.590,,36.570,36.570,0.588,0.272,-0.052,4.703,4.893,5.790,4.423,4.713,5.637,4.065,3.967,5.695,3.817,3.265,,,0.122,1.822,3.336,49.822,95.000,0.140,32.440,14.300,0.441,19.612,0.000,2.000,1.000,0.000,0.000,3.000,0.602,0.000,0.000
SB-105,187,ROH,0_1,0,1,HP,9.000,0.000,0.036,400.000,800.000,0.062,0.000,0.000,0.000,0.000,0.000,0.013,0.015,2.851,0.000,1.964,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,14.850,13.220,16.150,18.300,19.850,21.420,27.420,31.340,38.040,40.080,,,,43.240,,43.240,0.860,1.084,1.318,2.645,3.293,3.258,4.043,5.428,4.857,5.345,4.343,,,,,,0.228,2.823,5.273,65.287,0.000,0.180,38.840,14.800,0.381,12.859,4.500,2.000,1.000,1.000,9.000,13.000,1.146,4.500,76.923
SB-105,188,ROH,1_1,1,1,HP,21.000,0.000,0.334,"51,200.000",0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.463,0.494,0.000,12.444,0.379,0.000,0.000,0.000,,,,,,,,,,,,,,,20.410,23.690,28.020,32.450,35.340,33.940,37.770,41.450,43.090,46.070,48.680,51.480,54.190,,56.380,56.380,1.090,1.040,1.551,4.800,5.840,5.760,4.970,4.515,6.263,4.755,4.760,5.285,6.243,5.453,,,0.149,2.558,2.643,45.371,133.000,0.290,50.760,24.600,0.485,24.564,4.500,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,189,ROH,1_1,1,1,LP,9.000,0.000,0.230,"248,000.000","1,600.000",0.000,0.000,0.000,0.000,0.000,,1.720,0.018,1.249,0.000,1.050,0.270,0.000,0.000,0.000,,,,,,,,,,,,,,,26.020,28.650,32.240,35.010,38.030,38.750,41.350,41.160,41.940,37.260,,,,39.430,,39.430,0.406,0.192,-0.160,5.378,5.757,6.000,5.703,4.945,5.353,4.440,5.200,,,,,,0.112,2.690,2.840,68.222,87.000,0.140,34.750,13.800,0.397,14.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,190,ROH,0_1,0,1,LP,21.000,0.000,0.201,"248,000.000",0.000,0.006,,0.000,0.000,2.007,0.000,0.000,0.000,0.722,0.000,0.842,0.188,0.000,0.272,0.000,,,,,,,,,,,,,,,19.320,23.680,29.720,30.930,35.980,35.700,37.560,37.280,36.770,37.130,36.940,35.850,37.490,,38.090,38.090,0.569,0.311,0.044,5.203,4.880,5.603,5.737,5.233,4.997,4.965,4.500,3.935,4.327,4.630,,,0.154,2.284,4.043,59.963,49.000,0.260,34.290,14.800,0.432,18.572,"2,970.000",48.000,36.000,0.000,0.000,84.000,1.929,82.500,0.000
SB-105,191,ROH,1_1,1,1,HP,9.000,0.000,0.460,"248,000.000",0.000,0.000,,0.000,0.000,0.000,0.000,0.883,0.403,4.104,0.705,6.333,0.000,9.445,9.572,7.584,,,,,,,,,,,,,,,15.310,18.080,22.910,25.600,31.010,32.960,34.060,36.760,41.140,43.590,,,,44.440,,44.440,0.883,0.819,0.865,4.183,4.290,5.778,5.343,4.405,5.863,5.153,4.780,,,,,,0.264,3.262,5.941,73.402,49.000,0.170,40.010,15.200,0.380,12.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,192,ROH,0_1,0,1,LP,9.000,0.000,0.064,800.000,0.000,0.011,0.000,,0.000,3.908,0.000,0.000,0.251,10.324,0.000,6.309,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,22.380,26.840,32.130,33.990,37.020,38.890,39.520,41.170,39.520,39.190,,,,37.900,,37.900,0.470,0.170,-0.135,5.825,5.923,6.345,5.947,4.853,6.023,4.240,3.893,,,,,,,2.476,0.000,65.330,0.000,0.220,33.610,13.700,0.408,15.861,0.000,3.000,5.000,3.000,5.000,16.000,1.230,0.000,50.000
SB-105,193,ROH,1_1,1,1,LP,9.000,0.000,0.444,"124,000.000",800.000,0.027,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.633,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,17.220,20.760,24.080,30.030,35.280,34.320,37.340,38.110,34.360,34.490,,,,34.750,,34.750,0.531,0.205,-0.216,3.435,5.307,5.830,6.000,4.505,5.657,3.805,4.940,,,,,,0.148,2.586,4.259,74.417,80.000,0.120,30.590,11.700,0.382,13.020,0.000,1.000,1.000,0.000,0.000,2.000,0.477,0.000,0.000
SB-105,194,ROH,1_1,1,1,LP,21.000,0.000,0.804,"248,000.000",0.000,0.002,0.000,0.000,0.000,8.078,0.000,0.144,0.368,5.998,0.015,0.000,0.311,0.000,0.299,0.000,,,,,,,,,,,,,,,21.420,26.110,31.770,33.840,37.310,38.000,41.810,41.000,40.230,37.570,38.660,37.480,37.780,,37.580,37.580,0.490,0.163,-0.353,5.493,5.747,5.805,5.607,5.245,5.617,4.330,4.250,5.245,4.343,4.270,,,0.129,2.746,3.433,73.071,96.000,0.200,33.880,14.400,0.425,17.828,0.000,0.000,1.000,0.000,0.000,1.000,0.301,0.000,0.000
SB-105,195,ROL,0_0,0,0,HP,21.000,0.000,0.027,0.000,400.000,0.000,0.000,,0.000,11.248,,0.432,0.503,2.454,0.234,6.551,0.950,0.153,0.456,0.000,,,,,,,,,,,,,,,8.390,9.650,9.730,10.690,9.870,12.700,14.180,14.570,14.810,15.950,15.230,15.550,15.900,,16.040,16.040,0.232,0.233,0.155,2.463,2.623,2.188,3.543,3.205,2.703,1.898,2.273,2.110,2.037,2.140,,,0.039,0.544,2.431,33.915,0.000,0.110,14.710,5.600,0.381,12.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,196,ROL,1_0,1,0,LP,21.000,0.000,0.240,"12,800.000",0.000,0.000,0.000,,0.000,15.375,0.000,0.288,0.125,3.269,1.001,4.480,0.175,0.004,2.171,0.247,,,,,,,,,,,,,,,8.040,9.300,9.730,9.720,8.940,11.010,12.950,12.040,11.950,12.580,14.170,14.660,14.570,,14.170,14.170,0.186,0.193,0.102,2.523,2.300,1.888,2.640,3.148,2.353,2.175,2.870,3.155,3.000,2.763,,,0.042,0.645,2.964,45.519,9.000,0.120,13.270,5.300,0.399,14.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,197,ROL,1_1,1,1,LP,9.000,0.000,1.658,"51,200.000",0.000,0.111,0.000,0.000,0.000,,4.859,0.000,0.007,5.239,0.000,2.180,0.000,0.000,0.621,0.000,0.409,0.055,0.142,0.012,0.035,0.048,0.033,0.004,0.000,0.008,0.010,0.002,0.163,0.000,12.810,13.800,11.690,13.480,15.270,14.660,14.500,14.640,13.400,14.130,,,,15.380,,15.380,0.078,0.083,0.073,2.190,3.327,3.120,2.273,2.548,3.863,1.175,2.873,,,,,,0.076,1.054,4.941,68.531,0.000,0.090,13.870,4.800,0.346,8.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,198,ROL,1_1,1,1,HP,21.000,0.000,1.156,"51,200.000","1,600.000",0.047,0.000,0.000,0.000,6.436,0.000,0.000,0.677,2.676,0.000,0.000,0.885,0.000,0.322,0.000,,,,,,,,,,,,,,,11.550,13.040,12.280,13.280,13.510,14.830,16.720,15.980,16.410,17.790,17.710,18.060,19.210,,18.180,18.180,0.201,0.213,0.122,2.550,3.313,2.803,3.237,3.113,2.237,1.860,2.320,2.030,1.903,2.178,,,0.122,1.079,6.711,59.351,13.000,0.080,15.800,7.500,0.475,23.439,0.000,9.000,5.000,0.000,0.000,14.000,1.176,0.000,0.000
SB-105,199,ROL,0_1,0,1,HP,9.000,0.000,0.199,"3,200.000",0.000,0.001,0.000,0.000,0.000,11.680,0.000,0.022,1.233,5.829,0.000,4.324,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,9.730,11.380,8.410,8.860,8.180,9.940,14.250,15.320,16.270,17.010,,,,17.170,,17.170,0.225,0.361,0.243,1.578,1.727,1.780,2.883,3.758,2.927,1.995,1.947,,,,,,0.140,1.190,8.154,69.307,0.000,0.040,16.690,5.400,0.324,6.361,0.000,30.000,20.000,0.000,0.000,50.000,1.708,0.000,0.000
SB-105,200,ROL,0_1,0,1,HP,21.000,0.000,0.372,"12,800.000",0.000,0.016,0.000,,0.000,,0.000,0.144,0.885,3.039,0.000,5.971,0.000,0.000,0.738,0.075,,,,,,,,,,,,,,,8.630,10.100,10.650,11.670,13.210,13.100,14.830,15.820,16.760,17.360,17.750,18.420,18.660,,18.360,18.360,0.295,0.291,0.294,2.500,2.833,3.033,2.727,2.678,2.973,2.335,2.183,2.345,2.293,2.130,,,0.103,1.030,5.610,56.100,0.000,0.130,15.920,7.600,0.477,23.745,"6,169.500",36.000,49.000,0.000,0.000,85.000,1.934,125.908,0.000
SB-105,201,ROL,0_1,0,1,LP,21.000,0.000,0.484,"124,000.000",0.000,0.000,0.000,0.000,0.000,8.085,0.000,0.000,0.000,0.569,0.015,4.639,0.449,0.000,0.023,0.000,,,,,,,,,,,,,,,13.970,14.680,15.100,15.630,16.760,14.690,16.820,15.930,15.870,15.560,15.760,16.040,16.330,,17.310,17.310,0.101,0.073,0.041,2.693,3.073,3.103,2.353,3.203,2.580,2.075,2.053,2.263,2.620,2.363,,,0.081,1.103,4.679,63.720,0.000,0.090,14.530,5.500,0.379,12.574,"4,153.500",63.000,77.000,0.000,0.000,140.000,2.149,53.942,0.000
SB-105,202,ROL,1_1,1,1,HP,9.000,0.000,0.551,"248,000.000","1,600.000",0.044,0.115,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,3.768,0.058,0.000,0.000,0.000,,,,,,,,,,,,,,,11.100,11.660,9.960,10.660,13.360,12.970,11.900,13.630,13.720,14.510,,,,15.570,,15.570,0.135,0.213,0.306,2.203,2.770,3.323,2.660,1.778,2.877,1.820,1.913,,,,,,0.098,1.091,6.294,70.071,14.000,0.090,14.080,4.900,0.348,9.125,0.000,1.000,2.000,0.000,0.000,3.000,0.602,0.000,0.000
SB-105,203,ROH,0_1,0,1,HP,21.000,0.000,0.199,"51,200.000",400.000,0.000,0.000,0.000,,0.000,0.000,0.707,,0.161,20.420,0.000,0.000,17.083,19.862,0.006,,,,,,,,,,,,,,,18.410,21.380,27.580,33.280,38.990,38.920,41.030,44.770,48.030,52.380,58.540,58.950,60.280,,61.230,61.230,1.298,1.215,1.683,4.243,6.537,6.513,5.363,5.395,6.450,5.635,5.927,6.160,4.750,4.723,,,,3.595,0.000,58.713,21.000,0.090,55.430,25.700,0.464,22.192,0.000,11.000,17.000,0.000,0.000,28.000,1.462,0.000,0.000
SB-105,204,ROH,1_0,1,0,LP,21.000,0.000,0.146,"51,200.000",0.000,0.051,0.000,,,5.219,0.000,0.223,,0.001,0.000,0.000,8.062,0.000,26.156,0.000,,,,,,,,,,,,,,,17.480,22.010,29.490,33.280,35.480,37.950,42.070,43.250,39.730,42.550,42.460,42.540,42.930,,41.510,41.510,0.728,0.358,-0.047,5.083,5.933,4.850,6.110,5.728,5.480,5.458,6.297,6.058,5.367,4.860,,,0.112,2.342,2.698,56.420,24.000,0.180,36.980,15.900,0.430,18.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,205,ROH,0_0,0,0,HP,21.000,0.000,0.017,0.000,0.000,0.194,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,5.153,0.000,,,,,,,,,,,,,,,20.930,24.030,25.390,32.180,36.680,37.360,40.640,44.420,49.970,51.990,54.890,57.330,58.670,,59.270,59.270,1.162,1.178,1.553,3.208,7.000,5.935,5.777,5.095,6.683,6.100,6.223,5.673,4.860,5.050,,,0.127,2.503,2.143,42.230,0.000,0.190,54.940,28.200,0.513,27.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,206,ROH,1_1,1,1,HP,21.000,0.000,0.268,"51,200.000","1,600.000",0.000,0.000,0.273,,0.000,0.000,0.000,,0.123,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,19.470,21.970,29.910,35.560,35.550,36.910,39.450,43.730,47.450,49.430,54.650,55.970,56.220,,58.620,58.620,1.186,1.003,1.598,5.063,6.487,4.953,5.423,4.745,6.833,5.210,5.707,5.643,5.723,4.283,,,,3.205,0.000,54.674,62.000,0.250,52.790,24.100,0.457,21.387,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,207,ROH,0_0,0,0,LP,21.000,0.000,0.040,0.000,400.000,0.000,0.000,,0.000,1.832,0.000,0.000,0.715,0.664,0.003,0.000,0.000,0.326,0.550,0.353,,,,,,,,,,,,,,,20.730,28.510,32.390,38.410,40.090,38.920,43.010,43.980,41.270,42.050,40.470,40.230,37.780,,41.360,41.360,0.625,0.128,-0.138,4.615,7.320,6.270,5.320,5.633,5.853,5.038,5.413,4.745,4.583,3.575,,,0.102,2.246,2.466,54.304,0.000,0.140,37.170,15.800,0.425,17.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,208,ROH,1_1,1,1,HP,21.000,0.000,0.162,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.628,0.003,0.903,1.010,0.000,0.057,0.000,,,,,,,,,,,,,,,18.760,21.690,26.380,32.820,35.750,38.990,41.350,42.870,45.480,49.040,53.070,54.300,58.170,,60.450,60.450,1.263,1.201,1.592,4.233,6.430,5.660,5.930,5.000,5.727,4.703,6.140,5.890,5.707,5.623,,,0.148,3.852,2.448,63.722,66.000,0.350,54.260,26.300,0.485,24.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,209,ROH,0_1,0,1,LP,9.000,0.000,0.038,"1,600.000",400.000,0.093,,,0.000,0.000,0.000,0.000,0.000,0.067,0.081,0.247,0.140,0.000,0.000,0.000,,,,,,,,,,,,,,,20.690,24.450,29.740,35.030,37.300,38.030,39.330,41.800,36.760,42.140,,,,43.170,,43.170,0.681,0.354,0.320,5.005,6.747,5.625,5.553,4.585,6.180,3.838,6.010,,,,,,0.153,2.143,3.544,49.641,0.000,0.120,39.380,15.800,0.401,15.138,0.000,2.000,4.000,0.000,0.000,6.000,0.845,0.000,0.000
SB-105,210,ROH,1_1,1,1,HP,9.000,0.000,0.417,"248,000.000",800.000,0.000,0.000,0.000,0.000,6.701,0.000,0.000,0.000,0.592,0.025,0.959,0.096,0.000,0.000,0.000,,,,,,,,,,,,,,,19.910,22.790,30.400,35.530,36.120,38.170,40.920,45.780,48.150,50.290,,,,52.800,,52.800,0.997,0.751,0.990,5.378,6.467,5.200,5.373,4.730,6.800,5.768,4.960,,,,,,0.204,2.871,3.864,54.375,71.000,0.250,46.890,20.600,0.439,19.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,214,ROL,1_1,1,1,LP,21.000,0.000,,"124,000.000",0.000,0.032,0.040,0.000,0.000,5.799,0.000,0.000,0.000,0.298,0.021,0.318,0.015,0.000,0.080,0.025,,,,,,,,,,,,,,,7.230,9.130,10.100,12.280,14.480,14.640,16.890,15.760,16.070,16.320,16.170,17.090,17.700,,17.820,17.820,0.321,0.241,0.078,2.195,3.577,3.158,2.773,3.055,2.797,3.220,2.830,2.710,3.183,3.005,,,0.064,1.048,3.591,58.810,0.000,0.080,16.570,6.700,0.404,15.491,0.000,2.000,4.000,0.000,0.000,6.000,0.845,0.000,0.000
SB-105,215,ROL,0_1,0,1,HP,21.000,0.000,0.392,"51,200.000",800.000,0.025,0.000,,0.000,0.000,0.000,0.000,0.000,0.421,0.072,0.400,0.063,0.000,0.000,0.000,,,,,,,,,,,,,,,7.950,10.090,7.510,10.380,10.190,10.610,12.250,14.270,14.820,15.030,15.710,15.750,16.970,,16.630,16.630,0.263,0.272,0.365,1.235,3.823,2.483,2.353,3.240,3.343,1.815,1.947,1.983,1.800,2.138,,,0.082,1.021,4.931,61.395,0.000,0.120,14.940,5.300,0.355,9.887,"5,602.500",20.000,26.000,0.000,0.000,46.000,1.672,215.481,0.000
SB-105,217,ROL,0_1,0,1,LP,9.000,0.000,0.266,"25,600.000",0.000,0.000,0.000,,0.000,,3.482,0.000,0.066,3.876,0.025,2.966,0.121,0.000,0.465,0.000,,,,,,,,,,,,,,,8.670,10.860,7.680,11.370,9.360,12.470,14.320,13.740,13.910,13.860,,,,13.830,,13.830,0.156,0.107,-0.041,1.228,3.757,1.715,3.777,3.663,2.553,2.435,2.600,,,,,,0.081,1.316,5.857,95.155,0.000,0.050,12.180,4.600,0.378,12.477,0.000,43.000,43.000,2.000,8.000,96.000,1.987,0.000,10.417
SB-105,221,ROL,0_1,0,1,LP,21.000,0.000,0.381,"25,600.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.000,0.449,0.050,0.503,0.020,0.000,,,,,,,,,,,,,,,5.280,7.000,5.620,8.620,9.900,10.210,12.690,12.360,12.250,12.780,13.320,13.700,13.380,,14.060,14.060,0.266,0.237,0.114,1.500,3.073,2.320,2.760,3.200,2.593,2.523,2.317,2.453,2.587,2.490,,,0.061,1.112,4.339,79.090,0.000,0.070,11.840,4.600,0.389,13.702,756.000,70.000,60.000,0.000,0.000,130.000,2.117,12.600,0.000
SB-105,222,ROL,1_1,1,1,LP,9.000,0.000,0.376,"1,600.000",0.000,0.000,0.000,0.000,0.000,5.117,0.000,0.000,0.000,0.905,0.053,1.677,0.000,0.000,0.065,0.000,,,,,,,,,,,,,,,6.160,7.330,8.190,10.080,9.400,11.990,14.020,12.850,12.330,13.240,,,,13.100,,13.100,0.210,0.131,-0.077,2.295,3.553,1.803,3.057,3.278,2.460,2.183,2.907,,,,,,0.062,0.839,4.733,64.046,3.000,0.060,11.800,4.700,0.398,14.808,0.000,4.000,2.000,2.000,8.000,16.000,1.230,0.000,62.500
SB-105,223,ROL,0_1,0,1,HP,9.000,0.000,0.325,"3,200.000",0.000,0.005,,0.000,,12.958,3.607,0.000,0.000,2.840,0.000,2.981,0.000,0.000,0.314,0.000,,,,,,,,,,,,,,,5.520,7.270,7.610,8.500,11.040,11.550,12.870,12.950,13.450,14.560,,,,15.030,,15.030,0.288,0.284,0.180,2.125,2.870,2.798,2.727,2.875,2.360,1.965,1.887,,,,,,0.134,1.407,8.916,93.613,0.000,0.080,12.620,4.100,0.325,6.512,0.000,74.000,74.000,1.000,9.000,158.000,2.201,0.000,6.329
SB-105,224,ROL,0_1,0,1,LP,9.000,0.000,0.008,"25,600.000","51,200.000",0.007,0.035,0.000,0.000,10.115,0.000,0.000,0.000,0.306,0.000,1.786,0.000,0.000,0.688,0.000,,,,,,,,,,,,,,,9.840,10.910,11.290,8.570,10.410,13.730,13.500,13.700,13.910,14.670,,,,14.390,,14.390,0.138,0.253,0.074,3.027,1.415,2.550,3.905,3.117,2.588,2.260,2.463,,,,,,0.054,0.677,3.753,47.047,0.000,0.090,13.250,5.600,0.423,17.558,0.000,3.000,1.000,0.000,0.000,4.000,0.699,0.000,0.000
SB-105,225,ROL,1_1,1,1,HP,9.000,0.000,0.376,"248,000.000",0.000,0.011,0.000,,0.000,9.770,0.000,0.000,0.427,2.877,0.000,3.286,0.000,0.000,1.354,0.000,,,,,,,,,,,,,,,9.650,12.050,12.520,14.460,14.080,13.390,13.840,15.680,16.010,17.490,,,,18.010,,18.010,0.253,0.154,0.348,2.863,3.400,2.633,2.903,2.490,2.990,2.237,2.620,,,,,,0.078,0.846,4.331,46.974,16.000,0.050,16.260,6.800,0.418,17.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,227,ROL,1_1,1,1,HP,21.000,0.000,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.310,12.040,13.560,15.290,14.080,12.980,15.730,17.150,17.190,18.170,18.630,19.690,19.750,,20.430,20.430,0.307,0.223,0.392,3.000,3.060,2.690,2.548,3.273,2.833,2.280,2.480,2.173,2.588,2.327,,,0.070,1.063,3.426,52.031,7.000,0.100,18.610,8.000,0.430,18.376,0.000,2.000,2.000,0.000,0.000,4.000,0.699,0.000,0.000
SB-105,228,ROL,0_1,0,1,HP,21.000,0.000,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000,11.240,10.460,9.620,12.370,12.550,13.900,14.240,15.070,15.860,15.970,17.910,17.070,,17.040,17.040,0.244,0.323,0.262,2.093,2.248,3.150,2.648,2.653,2.403,2.193,2.000,1.897,2.300,2.093,,,0.052,0.807,3.052,47.359,0.000,0.040,15.660,5.500,0.351,9.487,0.000,5.000,9.000,0.000,0.000,14.000,1.176,0.000,0.000
SB-105,229,ROL,1_1,1,1,LP,9.000,0.000,0.505,"12,800.000",0.000,0.114,0.000,0.000,1.716,19.922,0.000,0.000,0.240,3.259,0.000,4.641,0.000,0.000,2.261,0.000,,,,,,,,,,,,,,,10.360,13.000,11.290,13.920,14.320,14.860,15.460,16.030,15.400,15.630,,,,16.090,,16.090,0.174,0.094,0.052,2.173,3.075,3.473,2.800,2.750,3.108,2.307,3.098,,,,,,0.063,0.841,3.915,52.268,14.000,0.010,14.370,5.500,0.383,13.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,231,ROL,1_1,1,1,HP,9.000,0.000,0.563,"25,600.000","6,400.000",0.002,0.000,0.000,0.000,15.310,0.000,0.000,0.401,2.410,0.000,3.286,0.000,0.000,1.746,0.000,,,,,,,,,,,,,,,5.790,8.110,8.940,11.250,12.290,11.590,12.250,13.650,13.800,14.770,,,,15.500,,15.500,0.294,0.185,0.271,2.410,2.618,2.980,2.053,2.353,2.358,1.793,2.053,,,,,,0.084,0.798,5.419,51.484,11.000,0.060,13.890,4.600,0.331,7.223,0.000,0.000,0.000,0.000,2.000,2.000,0.477,*,100.000
SB-105,233,ROL,1_0,1,0,HP,21.000,0.000,,0.000,0.000,0.000,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,6.770,8.720,9.380,12.440,13.310,12.050,13.290,13.710,14.660,15.010,15.430,16.070,16.070,,16.810,16.810,0.304,0.190,0.293,2.463,2.975,3.147,2.208,2.643,2.233,2.210,1.993,2.007,2.128,2.020,,,0.053,0.693,3.153,41.225,2.000,0.030,15.260,6.300,0.413,16.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,234,ROL,0_0,0,0,LP,21.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,1.714,0.000,0.000,0.674,0.764,0.215,1.066,1.624,0.036,0.464,0.000,,,,,,,,,,,,,,,7.760,9.950,9.500,10.430,12.010,11.440,11.670,12.240,12.250,12.900,13.100,13.830,14.220,,15.020,15.020,0.220,0.200,0.279,1.937,2.398,3.880,2.183,2.390,2.500,2.277,2.625,2.900,2.480,2.800,,,0.033,0.813,2.197,54.128,0.000,0.120,13.320,5.300,0.398,14.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,235,ROL,0_1,0,1,HP,9.000,0.000,0.075,0.000,"1,600.000",0.041,,,1.962,7.140,0.000,0.000,0.000,1.643,0.000,1.091,0.000,0.000,0.862,0.000,,,,,,,,,,,,,,,7.640,9.930,10.760,14.030,13.950,14.010,14.950,16.130,16.420,16.960,,,,17.260,,17.260,0.292,0.140,0.193,2.580,3.348,2.900,2.925,2.843,2.760,1.960,1.990,,,,,,0.099,1.005,5.736,58.227,0.000,0.150,15.580,5.400,0.347,8.966,0.000,6.000,6.000,2.000,1.000,15.000,1.204,0.000,20.000
SB-105,236,ROL,1_1,1,1,HP,21.000,0.000,0.682,"3,200.000","6,400.000",0.333,0.000,0.000,0.000,4.472,0.000,0.000,0.261,0.736,0.070,0.719,0.317,0.000,0.725,0.025,,,,,,,,,,,,,,,7.490,9.460,8.830,11.120,11.800,11.660,12.610,13.780,14.550,15.180,15.060,15.420,14.820,,15.570,15.570,0.245,0.193,0.247,2.133,3.118,2.850,2.210,2.720,2.355,1.750,2.145,2.133,2.210,2.003,,,0.082,0.759,5.267,48.748,11.000,0.110,13.960,5.000,0.358,10.273,0.000,3.000,5.000,0.000,0.000,8.000,0.954,0.000,0.000
SB-105,237,ROL,1_1,1,1,LP,9.000,0.358,0.735,"51,200.000",0.000,0.567,0.000,0.000,2.842,14.603,2.615,0.000,0.000,2.024,0.000,1.481,0.000,0.297,1.833,0.264,,,,,,,,,,,,,,,9.500,11.740,11.970,13.890,13.850,12.690,14.990,14.150,14.300,15.160,,,,15.120,,15.120,0.170,0.053,0.011,2.913,3.400,2.983,2.320,3.383,2.593,2.633,2.820,,,,,,0.082,0.964,5.423,63.757,13.000,0.080,13.280,5.200,0.392,14.047,0.000,1.000,2.000,0.000,0.000,3.000,0.602,0.000,0.000
